creditor,list_rec
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
PANAMA CITY SERVICE CENTER
210 N TYNDALL PKWY
PANAMA CITY FL324046432","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nPANAMA CITY SERVICE CENTER\n210 N TYNDALL PKWY\nPANAMA CITY FL324046432']"
"DREW PEARSON MARKETING, INC.
11199 EXCELSIOR BLVD
HOPKINS, MN 55343","['DREW PEARSON MARKETING, INC.\n11199 EXCELSIOR BLVD\nHOPKINS, MN 55343']"
"J & J DESIGN, INC.
11620 COLUMBUS PARK DRIVE E.
JACKSONVILLE, FL 32258","['J & J DESIGN, INC.\n11620 COLUMBUS PARK DRIVE E.\nJACKSONVILLE, FL 32258']"
"DHL GLOBAL FORWARDING
600 OAKESDALE AVENUE SW, SUITE 101
RENTON, WA 98055","['DHL GLOBAL FORWARDING\n600 OAKESDALE AVENUE SW, SUITE 101\nRENTON, WA 98055']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
FORT PIERCE SERVICE CENTER
337 N US HIGHWAY 1 STE 207-B
FORT PIERCE FL349504255","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nFORT PIERCE SERVICE CENTER\n337 N US HIGHWAY 1 STE 207-B\nFORT PIERCE FL349504255']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
FORT PIERCE SERVICE CENTER
337 N US HIGHWAY 1 STE 207-B
FORT PIERCE FL349504255","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nFORT PIERCE SERVICE CENTER\n337 N US HIGHWAY 1 STE 207-B\nFORT PIERCE FL349504255']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI NORTH SERVICE CENTER
8175 NW 12TH ST STE 119
DORAL FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI NORTH SERVICE CENTER\n8175 NW 12TH ST STE 119\nDORAL FL331261828']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
JACKSONVILLE SERVICE CENTER
921 N DAVIS ST STE 250A
JACKSONVILLE FL322096825","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nJACKSONVILLE SERVICE CENTER\n921 N DAVIS ST STE 250A\nJACKSONVILLE FL322096825']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI NORTH SERVICE CENTER
8175 NW 12TH ST STE 119
MIAMI FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI NORTH SERVICE CENTER\n8175 NW 12TH ST STE 119\nMIAMI FL331261828']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI NORTH SERVICE CENTER
8175 NW 12TH ST STE 119
MIAMI FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI NORTH SERVICE CENTER\n8175 NW 12TH ST STE 119\nMIAMI FL331261828']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI NORTH SERVICE CENTER
8175 NW 12TH ST STE 119
MIAMI FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI NORTH SERVICE CENTER\n8175 NW 12TH ST STE 119\nMIAMI FL331261828']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI NORTH SERVICE CENTER
8175 NW 12TH ST STE 119
MIAMI FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI NORTH SERVICE CENTER\n8175 NW 12TH ST STE 119\nMIAMI FL331261828']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI NORTH SERVICE CENTER
8175 NW 12TH ST STE 119
MIAMI FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI NORTH SERVICE CENTER\n8175 NW 12TH ST STE 119\nMIAMI FL331261828']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI NORTH SERVICE CENTER
8175 NW 12TH ST STE 119
MIAMI FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI NORTH SERVICE CENTER\n8175 NW 12TH ST STE 119\nMIAMI FL331261828']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI SERVICE CENTER
8175 NW 12TH ST STE 119
DORAL FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI SERVICE CENTER\n8175 NW 12TH ST STE 119\nDORAL FL331261828']"
"GEC FLORIDA, L.L.C.
2760 NORTH UNIVERSITY DRIVE
DAVIE, FLORIDA, 33024","['GEC FLORIDA, L.L.C.\n2760 NORTH UNIVERSITY DRIVE\nDAVIE, FLORIDA, 33024']"
"COMERCIAL MAINTENANCE SYSTEMS, INC.
5205 S. LOIS AVENUE
TAMPA, FL 33611","['COMERCIAL MAINTENANCE SYSTEMS, INC.\n5205 S. LOIS AVENUE\nTAMPA, FL 33611']"
"JOEL S. KNEE AND JAMIE KNEE
2089 NE 196TH TERRACE
NORTH MIAMI BEACH, FL 33179","['JOEL S. KNEE AND JAMIE KNEE\n2089 NE 196TH TERRACE\nNORTH MIAMI BEACH, FL 33179']"
"JOEL S. KNEE AND JAMIE KNEE
2089 NE 196TH TERRACE
NORTH MIAMI BEACH, FL 33179","['JOEL S. KNEE AND JAMIE KNEE\n2089 NE 196TH TERRACE\nNORTH MIAMI BEACH, FL 33179']"
"MID-CONTINENT CASUALTY COMPANY C/O YATES & SCHILLER
5944 CORAL RIDGE DRIVE
#208
CORAL SPRINGS, FL 33076","['MID-CONTINENT CASUALTY COMPANY C/O YATES & SCHILLER\n5944 CORAL RIDGE DRIVE\n#208\nCORAL SPRINGS, FL 33076']"
"RINKER MATERIALS OF FLORIDA, INC.
3365 E. INDUSTRY ROAD
COCOA, FL 32926","['RINKER MATERIALS OF FLORIDA, INC.\n3365 E. INDUSTRY ROAD\nCOCOA, FL 32926']"
"RAYMOND AND MARGARET BACCHI
336 LAKESIDE DRIVE
SATELLITE BEACH, FL 32937","['RAYMOND AND MARGARET BACCHI\n336 LAKESIDE DRIVE\nSATELLITE BEACH, FL 32937']"
"BRADCO SUPPLY CORPORATION
6944 NORTH US HWY 41
APOLLO BEACH, FL 33572","['BRADCO SUPPLY CORPORATION\n6944 NORTH US HWY 41\nAPOLLO BEACH, FL 33572']"
"ART DECO SIGNS, INC.
C/O SPRECHMAN & ASSOCIATES, P.A.
2775 SUNNY ISLES BLVD 100
NORTH MIAMI BEACH, FL 33160","['ART DECO SIGNS, INC.\nC/O SPRECHMAN & ASSOCIATES, P.A.\n2775 SUNNY ISLES BLVD 100\nNORTH MIAMI BEACH, FL 33160']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MELBOURNE SERVICE CENTER
6300 N WICKHAM RD STE 133A
MELBOURNE FL329402029","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMELBOURNE SERVICE CENTER\n6300 N WICKHAM RD STE 133A\nMELBOURNE FL329402029']"
"WELLS FARGO BANK, N.A.
225 WATER STREET, 3RD FLOOR
JACKSONVILLE, FL 32202","['WELLS FARGO BANK, N.A.\n225 WATER STREET, 3RD FLOOR\nJACKSONVILLE, FL 32202']"
"WELLS FARGO BANK, NA
C/O LORRAINE CROSS MAC S4035-027
8601 N SCOTTSDALE RD., #200
SCOTTSDALE, AZ 85253","['WELLS FARGO BANK, NA\nC/O LORRAINE CROSS MAC S4035-027\n8601 N SCOTTSDALE RD., #200\nSCOTTSDALE, AZ 85253']"
"CENTRAL MATERIALS COMPANY, INC.
P.O. BOX 216
CRYSTAL RIVER, FLORIDA 34429","['CENTRAL MATERIALS COMPANY, INC.\nP.O. BOX 216\nCRYSTAL RIVER, FLORIDA 34429']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LEESBURG SERVICE CENTER
1904 THOMAS AVE STE 103
LEESBURG FL347483289","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLEESBURG SERVICE CENTER\n1904 THOMAS AVE STE 103\nLEESBURG FL347483289']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
FORT PIERCE SERVICE CENTER
337 N US HIGHWAY 1 STE 207-B
FORT PIERCE FL349504255","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nFORT PIERCE SERVICE CENTER\n337 N US HIGHWAY 1 STE 207-B\nFORT PIERCE FL349504255']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
FORT PIERCE SERVICE CENTER
337 N US HIGHWAY 1 STE 207-B
FORT PIERCE FL349504255","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nFORT PIERCE SERVICE CENTER\n337 N US HIGHWAY 1 STE 207-B\nFORT PIERCE FL349504255']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
FORT PIERCE SERVICE CENTER
337 N US HIGHWAY 1 STE 207-B
FORT PIERCE FL349504255","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nFORT PIERCE SERVICE CENTER\n337 N US HIGHWAY 1 STE 207-B\nFORT PIERCE FL349504255']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
FORT PIERCE SERVICE CENTER
337 N US HIGHWAY 1 STE 207-B
FORT PIERCE FL349504255","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nFORT PIERCE SERVICE CENTER\n337 N US HIGHWAY 1 STE 207-B\nFORT PIERCE FL349504255']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
FORT PIERCE SERVICE CENTER
337 N US HIGHWAY 1 STE 207-B
FORT PIERCE FL349504255","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nFORT PIERCE SERVICE CENTER\n337 N US HIGHWAY 1 STE 207-B\nFORT PIERCE FL349504255']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
FORT PIERCE SERVICE CENTER
337 N US HIGHWAY 1 STE 207-B
FORT PIERCE FL349504255","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nFORT PIERCE SERVICE CENTER\n337 N US HIGHWAY 1 STE 207-B\nFORT PIERCE FL349504255']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
FORT PIERCE SERVICE CENTER
337 N US HIGHWAY 1 STE 207-B
FORT PIERCE FL349504255","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nFORT PIERCE SERVICE CENTER\n337 N US HIGHWAY 1 STE 207-B\nFORT PIERCE FL349504255']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
FORT PIERCE SERVICE CENTER
337 N US HIGHWAY 1 STE 207-B
FORT PIERCE FL349504255","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nFORT PIERCE SERVICE CENTER\n337 N US HIGHWAY 1 STE 207-B\nFORT PIERCE FL349504255']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
FORT PIERCE SERVICE CENTER
337 N US HIGHWAY 1 STE 207-B
FORT PIERCE FL349504255","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nFORT PIERCE SERVICE CENTER\n337 N US HIGHWAY 1 STE 207-B\nFORT PIERCE FL349504255']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI NORTH SERVICE CENTER
8175 NW 12TH ST STE 119
DORAL FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI NORTH SERVICE CENTER\n8175 NW 12TH ST STE 119\nDORAL FL331261828']"
"DFS, DIVISION OF WORKERS� COMPENSATION
200 EAST GAINES STREET
TALLAHASSEE, FL 32399-4228","['DFS, DIVISION OF WORKERS� COMPENSATION\n200 EAST GAINES STREET\nTALLAHASSEE, FL 32399-4228']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
JACKSONVILLE SERVICE CENTER
921 N DAVIS ST STE 250A
JACKSONVILLE FL322096825","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nJACKSONVILLE SERVICE CENTER\n921 N DAVIS ST STE 250A\nJACKSONVILLE FL322096825']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
JACKSONVILLE SERVICE CENTER
921 N DAVIS ST STE 250A
JACKSONVILLE FL322096825","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nJACKSONVILLE SERVICE CENTER\n921 N DAVIS ST STE 250A\nJACKSONVILLE FL322096825']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
JACKSONVILLE SERVICE CENTER
921 N DAVIS ST STE 250A
JACKSONVILLE FL322096825","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nJACKSONVILLE SERVICE CENTER\n921 N DAVIS ST STE 250A\nJACKSONVILLE FL322096825']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
DAYTONA BEACH SERVICE CENTER
1180 N WILLIAMSON BLVD STE 160
DAYTONA BEACH FL321148179","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nDAYTONA BEACH SERVICE CENTER\n1180 N WILLIAMSON BLVD STE 160\nDAYTONA BEACH FL321148179']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
WEST PALM BEACH SERVICE CENTER
2468 METROCENTRE BLVD
WEST PALM BEACH FL334073105","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nWEST PALM BEACH SERVICE CENTER\n2468 METROCENTRE BLVD\nWEST PALM BEACH FL334073105']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
JACKSONVILLE SERVICE CENTER
921 N DAVIS ST STE 250A
JACKSONVILLE FL322096825","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nJACKSONVILLE SERVICE CENTER\n921 N DAVIS ST STE 250A\nJACKSONVILLE FL322096825']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
JACKSONVILLE SERVICE CENTER
921 N DAVIS ST STE 250A
JACKSONVILLE FL322096825","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nJACKSONVILLE SERVICE CENTER\n921 N DAVIS ST STE 250A\nJACKSONVILLE FL322096825']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
JACKSONVILLE SERVICE CENTER
921 N DAVIS ST STE 250A
JACKSONVILLE FL322096825","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nJACKSONVILLE SERVICE CENTER\n921 N DAVIS ST STE 250A\nJACKSONVILLE FL322096825']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
JACKSONVILLE SERVICE CENTER
921 N DAVIS ST STE 250A
JACKSONVILLE FL322096825","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nJACKSONVILLE SERVICE CENTER\n921 N DAVIS ST STE 250A\nJACKSONVILLE FL322096825']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
JACKSONVILLE SERVICE CENTER
921 N DAVIS ST STE 250A
JACKSONVILLE FL322096825","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nJACKSONVILLE SERVICE CENTER\n921 N DAVIS ST STE 250A\nJACKSONVILLE FL322096825']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
JACKSONVILLE SERVICE CENTER
921 N DAVIS ST STE 250A
JACKSONVILLE FL322096825","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nJACKSONVILLE SERVICE CENTER\n921 N DAVIS ST STE 250A\nJACKSONVILLE FL322096825']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
JACKSONVILLE SERVICE CENTER
921 N DAVIS ST STE 250A
JACKSONVILLE FL322096825","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nJACKSONVILLE SERVICE CENTER\n921 N DAVIS ST STE 250A\nJACKSONVILLE FL322096825']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
JACKSONVILLE SERVICE CENTER
921 N DAVIS ST STE 250A
JACKSONVILLE FL322096825","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nJACKSONVILLE SERVICE CENTER\n921 N DAVIS ST STE 250A\nJACKSONVILLE FL322096825']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MAITLAND SERVICE CENTER
2301 MAITLAND CENTER PKWY STE 160
MAITLAND FL327514192","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMAITLAND SERVICE CENTER\n2301 MAITLAND CENTER PKWY STE 160\nMAITLAND FL327514192']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
ORLANDO SERVICE CENTER
400 W ROBINSON ST STE N302
ORLANDO FL328011759","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nORLANDO SERVICE CENTER\n400 W ROBINSON ST STE N302\nORLANDO FL328011759']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
ORLANDO SERVICE CENTER
400 W ROBINSON ST STE N302
ORLANDO FL328011759","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nORLANDO SERVICE CENTER\n400 W ROBINSON ST STE N302\nORLANDO FL328011759']"
"CITY PF ALTAMONTE SPRINGS
225 NEWBURYPORT AVE.
ALTAMONTE SPRINGS, FL 32701","['CITY PF ALTAMONTE SPRINGS\n225 NEWBURYPORT AVE.\nALTAMONTE SPRINGS, FL 32701']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MAITLAND SERVICE CENTER
2301 MAITLAND CENTER PKWY STE 160
MAITLAND FL327514192","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMAITLAND SERVICE CENTER\n2301 MAITLAND CENTER PKWY STE 160\nMAITLAND FL327514192']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CLEARWATER SERVICE CENTER
19337 US HIGHWAY 19 N STE 200
CLEARWATER FL337643149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCLEARWATER SERVICE CENTER\n19337 US HIGHWAY 19 N STE 200\nCLEARWATER FL337643149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CLEARWATER SERVICE CENTER
19337 US HIGHWAY 19 N STE 200
CLEARWATER FL337643149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCLEARWATER SERVICE CENTER\n19337 US HIGHWAY 19 N STE 200\nCLEARWATER FL337643149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CLEARWATER SERVICE CENTER
19337 US HIGHWAY 19 N STE 200
CLEARWATER FL337643149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCLEARWATER SERVICE CENTER\n19337 US HIGHWAY 19 N STE 200\nCLEARWATER FL337643149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CLEARWATER SERVICE CENTER
19337 US HIGHWAY 19 N STE 200
CLEARWATER FL337643149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCLEARWATER SERVICE CENTER\n19337 US HIGHWAY 19 N STE 200\nCLEARWATER FL337643149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CLEARWATER SERVICE CENTER
19337 US HIGHWAY 19 N STE 200
CLEARWATER FL337643149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCLEARWATER SERVICE CENTER\n19337 US HIGHWAY 19 N STE 200\nCLEARWATER FL337643149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CLEARWATER SERVICE CENTER
19337 US HIGHWAY 19 N STE 200
CLEARWATER FL337643149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCLEARWATER SERVICE CENTER\n19337 US HIGHWAY 19 N STE 200\nCLEARWATER FL337643149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CLEARWATER SERVICE CENTER
19337 US HIGHWAY 19 N STE 200
CLEARWATER FL337643149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCLEARWATER SERVICE CENTER\n19337 US HIGHWAY 19 N STE 200\nCLEARWATER FL337643149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CLEARWATER SERVICE CENTER
19337 US HIGHWAY 19 N STE 200
CLEARWATER FL337643149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCLEARWATER SERVICE CENTER\n19337 US HIGHWAY 19 N STE 200\nCLEARWATER FL337643149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CLEARWATER SERVICE CENTER
19337 US HIGHWAY 19 N STE 200
CLEARWATER FL337643149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCLEARWATER SERVICE CENTER\n19337 US HIGHWAY 19 N STE 200\nCLEARWATER FL337643149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CLEARWATER SERVICE CENTER
19337 US HIGHWAY 19 N STE 200
CLEARWATER FL337643149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCLEARWATER SERVICE CENTER\n19337 US HIGHWAY 19 N STE 200\nCLEARWATER FL337643149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CLEARWATER SERVICE CENTER
19337 US HIGHWAY 19 N STE 200
CLEARWATER FL337643149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCLEARWATER SERVICE CENTER\n19337 US HIGHWAY 19 N STE 200\nCLEARWATER FL337643149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CLEARWATER SERVICE CENTER
19337 US HIGHWAY 19 N STE 200
CLEARWATER FL337643149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCLEARWATER SERVICE CENTER\n19337 US HIGHWAY 19 N STE 200\nCLEARWATER FL337643149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CLEARWATER SERVICE CENTER
19337 US HIGHWAY 19 N STE 200
CLEARWATER FL337643149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCLEARWATER SERVICE CENTER\n19337 US HIGHWAY 19 N STE 200\nCLEARWATER FL337643149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CLEARWATER SERVICE CENTER
19337 US HIGHWAY 19 N STE 200
CLEARWATER FL337643149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCLEARWATER SERVICE CENTER\n19337 US HIGHWAY 19 N STE 200\nCLEARWATER FL337643149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
FORT MYERS SERVICE CENTER
2295 VICTORIA AVE STE 270
FORT MYERS FL339013871","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nFORT MYERS SERVICE CENTER\n2295 VICTORIA AVE STE 270\nFORT MYERS FL339013871']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI SERVICE CENTER
8175 NW 12TH ST STE 119
DORAL FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI SERVICE CENTER\n8175 NW 12TH ST STE 119\nDORAL FL331261828']"
STATE OF FLORIDA0113021,['STATE OF FLORIDA0113021']
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
ORLANDO SERVICE CENTER
400 W ROBINSON ST STE N302
ORLANDO FL328011759","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nORLANDO SERVICE CENTER\n400 W ROBINSON ST STE N302\nORLANDO FL328011759']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
ORLANDO SERVICE CENTER
400 W ROBINSON ST STE N302
ORLANDO FL328011759","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nORLANDO SERVICE CENTER\n400 W ROBINSON ST STE N302\nORLANDO FL328011759']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
ORLANDO SERVICE CENTER
400 W ROBINSON ST STE N302
ORLANDO FL328011759","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nORLANDO SERVICE CENTER\n400 W ROBINSON ST STE N302\nORLANDO FL328011759']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
ORLANDO SERVICE CENTER
400 W ROBINSON ST STE N302
ORLANDO FL328011759","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nORLANDO SERVICE CENTER\n400 W ROBINSON ST STE N302\nORLANDO FL328011759']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3301 N UNIVERSITY DR STE 200
CORAL SPRINGS FL330654149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3301 N UNIVERSITY DR STE 200\nCORAL SPRINGS FL330654149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3301 N UNIVERSITY DR STE 200
CORAL SPRINGS FL330654149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3301 N UNIVERSITY DR STE 200\nCORAL SPRINGS FL330654149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3301 N UNIVERSITY DR STE 200
CORAL SPRINGS FL330654149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3301 N UNIVERSITY DR STE 200\nCORAL SPRINGS FL330654149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3301 N UNIVERSITY DR STE 200
CORAL SPRINGS FL330654149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3301 N UNIVERSITY DR STE 200\nCORAL SPRINGS FL330654149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3111 N UNIVERSITY DR STE 501
CORAL SPRINGS FL330655086","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3111 N UNIVERSITY DR STE 501\nCORAL SPRINGS FL330655086']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3111 N UNIVERSITY DR STE 501
CORAL SPRINGS FL330655096","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3111 N UNIVERSITY DR STE 501\nCORAL SPRINGS FL330655096']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3111 N UNIVERSITY DR STE 501
CORAL SPRINGS FL330655096","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3111 N UNIVERSITY DR STE 501\nCORAL SPRINGS FL330655096']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3301 N UNIVERSITY DR STE 200
CORAL SPRINGS FL330654149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3301 N UNIVERSITY DR STE 200\nCORAL SPRINGS FL330654149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3301 N UNIVERSITY DR STE 200
CORAL SPRINGS FL330654149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3301 N UNIVERSITY DR STE 200\nCORAL SPRINGS FL330654149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3301 N UNIVERSITY DR STE 200
CORAL SPRINGS FL330654149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3301 N UNIVERSITY DR STE 200\nCORAL SPRINGS FL330654149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3301 N UNIVERSITY DR STE 200
CORAL SPRINGS FL330654149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3301 N UNIVERSITY DR STE 200\nCORAL SPRINGS FL330654149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3301 N UNIVERSITY DR STE 200
CORAL SPRINGS FL330654149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3301 N UNIVERSITY DR STE 200\nCORAL SPRINGS FL330654149']"
